Date,League,Account,Action,Stash,Item
"15/05/2023, 13:59:24","Crucible","0v3r_Dk","modified","Currency","435× Orb of Scouring"
"15/05/2023, 13:55:23","Crucible","0v3r_Dk","modified","Currency","2328× Orb of Fusing"
"15/05/2023, 13:55:23","Crucible","0v3r_Dk","modified","Currency","67× Awakened Sextant"
"15/05/2023, 13:55:23","Crucible","0v3r_Dk","modified","Currency","430× Orb of Scouring"
"15/05/2023, 13:52:15","Crucible","swozn","modified","Currency","122× Orb of Regret"
"15/05/2023, 13:52:14","Crucible","swozn","modified","Divination Cards","151× Lingering Remnants"
"15/05/2023, 13:52:13","Crucible","swozn","added","Divination Cards","The Finishing Touch"
"15/05/2023, 13:52:13","Crucible","swozn","added","Delve","Aetheric Fossil"
"15/05/2023, 13:52:12","Crucible","swozn","added","Maps","Cemetery Map (T16)"
"15/05/2023, 13:52:12","Crucible","swozn","modified","Currency","45× Lesser Eldritch Ichor"
"15/05/2023, 13:52:12","Crucible","swozn","modified","Currency","153× Orb of Unmaking"
"15/05/2023, 13:52:11","Crucible","swozn","modified","Currency","461× Orb of Chance"
"15/05/2023, 13:52:11","Crucible","swozn","modified","Currency","51× Greater Eldritch Ichor"
"15/05/2023, 13:52:11","Crucible","swozn","modified","Currency","3427× Orb of Alteration"
"15/05/2023, 13:52:10","Crucible","swozn","modified","Currency","340× Orb of Alchemy"
"15/05/2023, 13:52:10","Crucible","swozn","modified","Currency","19× Tainted Chromatic Orb"
"15/05/2023, 13:52:09","Crucible","swozn","modified","Currency","480× Cartographer's Chisel"
"15/05/2023, 13:52:09","Crucible","swozn","modified","Divination Cards","8× The Tinkerer's Table"
"15/05/2023, 13:52:09","Crucible","swozn","modified","Divination Cards","104× The Union"
"15/05/2023, 13:52:08","Crucible","swozn","modified","Currency","3407× Orb of Alteration"
"15/05/2023, 13:52:07","Crucible","swozn","added","Fragment","Rusted Shaper Scarab"
"15/05/2023, 13:52:07","Crucible","swozn","added","Maps","Cemetery Map (T16)"
"15/05/2023, 13:52:07","Crucible","swozn","modified","Fragment","20× Rusted Legion Scarab"
"15/05/2023, 13:52:06","Crucible","swozn","modified","Divination Cards","15× Man With Bear"
"15/05/2023, 13:52:06","Crucible","swozn","modified","Currency","2308× Orb of Fusing"
"15/05/2023, 13:52:06","Crucible","swozn","modified","Fragment","6× Rusted Breach Scarab"
"15/05/2023, 13:52:05","Crucible","swozn","modified","Currency","3387× Orb of Alteration"
"15/05/2023, 13:52:05","Crucible","swozn","modified","Currency","5× Tainted Blacksmith's Whetstone"
"15/05/2023, 13:52:05","Crucible","swozn","modified","Currency","3385× Orb of Alteration"
"15/05/2023, 13:52:05","Crucible","swozn","added","General","Maddening Incubator"
"15/05/2023, 13:52:05","Crucible","swozn","added","Maps","Cemetery Map (T16)"
"15/05/2023, 13:52:04","Crucible","swozn","added","Maps","Cemetery Map (T16)"
"15/05/2023, 13:52:03","Crucible","swozn","added","General","Fragmented Incubator"
"15/05/2023, 13:52:03","Crucible","swozn","modified","Fragment","6× Rusted Elder Scarab"
"15/05/2023, 13:52:03","Crucible","swozn","modified","Currency","425× Chromatic Orb"
"15/05/2023, 13:52:02","Crucible","swozn","modified","Currency","334× Orb of Alchemy"
"15/05/2023, 13:52:02","Crucible","swozn","modified","Currency","27× Grand Eldritch Ichor"
"15/05/2023, 13:52:01","Crucible","swozn","added","General","Skittering Incubator"
"15/05/2023, 13:52:01","Crucible","swozn","added","General","2× Ornate Incubator"
"15/05/2023, 13:52:01","Crucible","swozn","added","Fragment","9× Timeless Vaal Splinter"
"15/05/2023, 13:52:00","Crucible","swozn","modified","Currency","314× Orb of Alchemy"
"15/05/2023, 13:52:00","Crucible","swozn","added","Currency","Tainted Chaos Orb"
"15/05/2023, 13:52:00","Crucible","swozn","added","Divination Cards","The Void"
"15/05/2023, 13:51:59","Crucible","swozn","modified","Divination Cards","2× The Wretched"
"15/05/2023, 13:51:59","Crucible","swozn","added","Divination Cards","Bijoux"
"15/05/2023, 13:51:58","Crucible","swozn","modified","Currency","66× Awakened Sextant"
"15/05/2023, 13:51:57","Crucible","swozn","modified","Currency","353× Chaos Orb"
"15/05/2023, 13:51:57","Crucible","swozn","modified","Currency","54× Enkindling Orb"
"15/05/2023, 13:51:57","Crucible","swozn","modified","Currency","42× Vaal Orb"
"15/05/2023, 13:51:56","Crucible","swozn","modified","Fragment","15× Rusted Reliquary Scarab"
"15/05/2023, 13:51:56","Crucible","swozn","added","General","Blueprint: Laboratory"
"15/05/2023, 13:51:56","Crucible","swozn","added","General","2× Astragali"
"15/05/2023, 13:51:55","Crucible","swozn","modified","Currency","429× Orb of Scouring"
"15/05/2023, 13:51:55","Crucible","swozn","modified","Currency","3365× Orb of Alteration"
"15/05/2023, 13:51:55","Crucible","swozn","modified","Divination Cards","99× The Union"
"15/05/2023, 13:51:54","Crucible","swozn","modified","Currency","139× Instilling Orb"
"15/05/2023, 13:51:02","Crucible","0v3r_Dk","added","juice","Wraith Nexus Cemetery Map (T16)"
"15/05/2023, 13:50:37","Crucible","0v3r_Dk","modified","Currency","294× Orb of Alchemy"
"15/05/2023, 13:50:36","Crucible","0v3r_Dk","modified","Currency","37× Vaal Orb"
"15/05/2023, 13:50:36","Crucible","0v3r_Dk","added","Maps","Unholy Refuge Cemetery Map (T16)"
"15/05/2023, 13:50:36","Crucible","0v3r_Dk","added","Maps","Dark Trap Cemetery Map (T16)"
"15/05/2023, 13:50:35","Crucible","0v3r_Dk","added","Maps","Ghastly Core Cemetery Map (T16)"
"15/05/2023, 13:50:35","Crucible","0v3r_Dk","added","Maps","Terror Haven Cemetery Map (T16)"
"15/05/2023, 13:50:35","Crucible","0v3r_Dk","added","Maps","Superior Cemetery Map (T16)"
"15/05/2023, 13:50:34","Crucible","0v3r_Dk","added","Maps","Pain Remains Cemetery Map (T16)"
"15/05/2023, 13:50:34","Crucible","0v3r_Dk","added","Maps","Cemetery Map (T16)"
"15/05/2023, 13:50:34","Crucible","0v3r_Dk","added","Maps","Profane Bind Cemetery Map (T16)"
"15/05/2023, 13:50:34","Crucible","0v3r_Dk","added","Maps","Terror Haven Cemetery Map (T16)"
"15/05/2023, 13:50:33","Crucible","0v3r_Dk","added","Maps","Ghost Spires Cemetery Map (T16)"
"15/05/2023, 13:50:33","Crucible","0v3r_Dk","added","Maps","Cemetery Map (T16)"
"15/05/2023, 13:50:33","Crucible","0v3r_Dk","added","Maps","Graven Core Cemetery Map (T16)"
"15/05/2023, 13:50:04","Crucible","0v3r_Dk","added","juice","Hidden Spires Cemetery Map (T16)"
"15/05/2023, 13:49:41","Crucible","0v3r_Dk","modified","Currency","291× Orb of Alchemy"
"15/05/2023, 13:49:40","Crucible","0v3r_Dk","removed","Maps","Cemetery Map (T16)"
"15/05/2023, 13:49:39","Crucible","0v3r_Dk","removed","Maps","Cemetery Map (T16)"
"15/05/2023, 13:49:39","Crucible","0v3r_Dk","removed","Maps","Cemetery Map (T16)"
"15/05/2023, 13:49:39","Crucible","0v3r_Dk","removed","Maps","Cemetery Map (T16)"
"15/05/2023, 13:49:39","Crucible","0v3r_Dk","removed","Maps","Cemetery Map (T16)"
"15/05/2023, 13:49:38","Crucible","0v3r_Dk","removed","Maps","Cemetery Map (T16)"
"15/05/2023, 13:49:38","Crucible","0v3r_Dk","removed","Maps","Cemetery Map (T16)"
"15/05/2023, 13:49:38","Crucible","0v3r_Dk","removed","Maps","Cemetery Map (T16)"
"15/05/2023, 13:49:37","Crucible","0v3r_Dk","removed","Maps","Cemetery Map (T16)"
"15/05/2023, 13:49:37","Crucible","0v3r_Dk","removed","Maps","Multifarious Cemetery Map of Impotence (T16)"
"15/05/2023, 13:49:37","Crucible","0v3r_Dk","removed","Maps","Multifarious Cemetery Map of Impotence (T16)"
"15/05/2023, 13:49:37","Crucible","0v3r_Dk","removed","Maps","Cemetery Map (T16)"
"15/05/2023, 13:49:36","Crucible","0v3r_Dk","removed","Maps","Superior Cemetery Map (T16)"
"15/05/2023, 13:49:36","Crucible","0v3r_Dk","removed","Maps","Cemetery Map (T16)"
"15/05/2023, 13:49:35","Crucible","0v3r_Dk","removed","Maps","Cemetery Map (T16)"
"15/05/2023, 13:49:34","Crucible","0v3r_Dk","removed","Maps","Cemetery Map (T16)"
"15/05/2023, 13:49:34","Crucible","0v3r_Dk","removed","Maps","Cemetery Map (T16)"
"15/05/2023, 13:49:34","Crucible","0v3r_Dk","removed","Maps","Cemetery Map (T16)"
"15/05/2023, 13:49:34","Crucible","0v3r_Dk","removed","Maps","Cemetery Map (T16)"
"15/05/2023, 13:49:33","Crucible","0v3r_Dk","removed","Maps","Cemetery Map (T16)"
"15/05/2023, 13:49:18","Crucible","0v3r_Dk","modified","Currency","17× Vaal Orb"
"15/05/2023, 13:49:17","Crucible","0v3r_Dk","modified","Currency","37× Vaal Orb"
"15/05/2023, 13:49:16","Crucible","0v3r_Dk","modified","Currency","57× Vaal Orb"
"15/05/2023, 13:49:05","Crucible","0v3r_Dk","added","Maps","Terror Apex Cemetery Map (T16)"
"15/05/2023, 13:49:04","Crucible","0v3r_Dk","added","Maps","Twisted Cradle Cemetery Map (T16)"
"15/05/2023, 13:49:04","Crucible","0v3r_Dk","added","Maps","Wraith Crest Cemetery Map (T16)"
"15/05/2023, 13:49:04","Crucible","0v3r_Dk","added","Maps","Dread Haven Cemetery Map (T16)"
"15/05/2023, 13:49:04","Crucible","0v3r_Dk","added","Maps","Haunted Nexus Cemetery Map (T16)"
"15/05/2023, 13:49:01","Crucible","0v3r_Dk","added","Maps","Twisted Cradle Cemetery Map (T16)"
"15/05/2023, 13:49:00","Crucible","0v3r_Dk","added","Maps","Haunted Nexus Cemetery Map (T16)"
"15/05/2023, 13:49:00","Crucible","0v3r_Dk","removed","juice","Wraith Crest Cemetery Map (T16)"
"15/05/2023, 13:48:59","Crucible","0v3r_Dk","removed","juice","Twisted Cradle Cemetery Map (T16)"
"15/05/2023, 13:48:59","Crucible","0v3r_Dk","removed","juice","Haunted Nexus Cemetery Map (T16)"
"15/05/2023, 13:48:59","Crucible","0v3r_Dk","removed","juice","Terror Apex Cemetery Map (T16)"
"15/05/2023, 13:48:59","Crucible","0v3r_Dk","removed","juice","Twisted Cradle Cemetery Map (T16)"
"15/05/2023, 13:48:58","Crucible","0v3r_Dk","removed","juice","Dread Haven Cemetery Map (T16)"
"15/05/2023, 13:48:58","Crucible","0v3r_Dk","removed","juice","Haunted Nexus Cemetery Map (T16)"
"15/05/2023, 13:48:53","Crucible","0v3r_Dk","modified","Fragment","9× Gilded Divination Scarab"
"15/05/2023, 13:48:53","Crucible","0v3r_Dk","modified","Fragment","6× Gilded Ambush Scarab"
"15/05/2023, 13:48:52","Crucible","0v3r_Dk","modified","Fragment","8× Polished Legion Scarab"
"15/05/2023, 13:48:52","Crucible","0v3r_Dk","modified","Fragment","14× Gilded Reliquary Scarab"
"15/05/2023, 13:48:41","Crucible","0v3r_Dk","removed","juice","Charged Compass"
"15/05/2023, 13:48:41","Crucible","0v3r_Dk","removed","juice","Charged Compass"
"15/05/2023, 13:48:40","Crucible","0v3r_Dk","removed","juice","Charged Compass"
"15/05/2023, 13:48:40","Crucible","0v3r_Dk","removed","juice","10× Gilded Divination Scarab"
"15/05/2023, 13:48:39","Crucible","0v3r_Dk","removed","juice","10× Gilded Ambush Scarab"
"15/05/2023, 13:48:39","Crucible","0v3r_Dk","removed","juice","10× Gilded Reliquary Scarab"
"15/05/2023, 13:48:38","Crucible","0v3r_Dk","removed","juice","10× Polished Legion Scarab"
"15/05/2023, 13:48:34","Crucible","0v3r_Dk","added","Maps","Cemetery Map (T16)"
"15/05/2023, 13:48:29","Crucible","0v3r_Dk","added","Maps","Cemetery Map (T16)"
"15/05/2023, 13:48:29","Crucible","0v3r_Dk","modified","Currency","50× Greater Eldritch Ichor"
"15/05/2023, 13:48:29","Crucible","0v3r_Dk","added","Delve","Gilded Fossil"
"15/05/2023, 13:48:28","Crucible","0v3r_Dk","modified","Currency","344× Chaos Orb"
"15/05/2023, 13:48:28","Crucible","0v3r_Dk","modified","Currency","62× Awakened Sextant"
"15/05/2023, 13:48:28","Crucible","0v3r_Dk","modified","Currency","419× Orb of Scouring"
"15/05/2023, 13:48:27","Crucible","0v3r_Dk","modified","Currency","29× Explorer's Scouting Report"
"15/05/2023, 13:48:27","Crucible","0v3r_Dk","modified","Currency","17× Tainted Jeweller's Orb"
"15/05/2023, 13:48:26","Crucible","0v3r_Dk","modified","Currency","324× Chaos Orb"
"15/05/2023, 13:48:26","Crucible","0v3r_Dk","modified","Essence","4× Remnant of Corruption"
"15/05/2023, 13:48:25","Crucible","0v3r_Dk","modified","Currency","60× Exalted Orb"
"15/05/2023, 13:48:25","Crucible","0v3r_Dk","modified","Currency","24× Divine Orb"
"15/05/2023, 13:41:52","Crucible","swozn","added","Divination Cards","The Dreamland"
"15/05/2023, 13:41:49","Crucible","swozn","removed","Currency","Stacked Deck"
"15/05/2023, 13:41:41","Crucible","0v3r_Dk","removed","juice","Godless Shadows Cemetery Map (T16)"
"15/05/2023, 13:41:21","Crucible","0v3r_Dk","removed","Currency","Geomancer's Incubator"
"15/05/2023, 13:41:17","Crucible","0v3r_Dk","removed","Currency","Fossilised Incubator"
"15/05/2023, 13:41:17","Crucible","0v3r_Dk","removed","Currency","Obscured Incubator"
"15/05/2023, 13:41:14","Crucible","0v3r_Dk","removed","Currency","2× Infused Incubator"
"15/05/2023, 13:41:10","Crucible","0v3r_Dk","removed","Currency","Maddening Incubator"
"15/05/2023, 13:41:07","Crucible","swozn","modified","Currency","3345× Orb of Alteration"
"15/05/2023, 13:41:06","Crucible","swozn","modified","Currency","279× Jeweller's Orb"
"15/05/2023, 13:41:06","Crucible","swozn","modified","Currency","3325× Orb of Alteration"
"15/05/2023, 13:41:05","Crucible","swozn","modified","Currency","3323× Orb of Alteration"
"15/05/2023, 13:41:04","Crucible","swozn","modified","Currency","3303× Orb of Alteration"
"15/05/2023, 13:41:04","Crucible","swozn","modified","Currency","3283× Orb of Alteration"
"15/05/2023, 13:41:03","Crucible","swozn","modified","Currency","311× Orb of Alchemy"
"15/05/2023, 13:41:03","Crucible","swozn","modified","Divination Cards","14× Man With Bear"
"15/05/2023, 13:41:03","Crucible","swozn","modified","Fragment","6× Rusted Blight Scarab"
"15/05/2023, 13:41:02","Crucible","swozn","modified","Currency","77× Vaal Orb"
"15/05/2023, 13:41:02","Crucible","swozn","modified","Currency","2165× Wild Crystallised Lifeforce"
"15/05/2023, 13:41:02","Crucible","swozn","modified","Currency","60× Awakened Sextant"
"15/05/2023, 13:41:01","Crucible","swozn","modified","Currency","2303× Orb of Fusing"
"15/05/2023, 13:41:01","Crucible","swozn","modified","Currency","470× Cartographer's Chisel"
"15/05/2023, 13:41:00","Crucible","swozn","modified","Currency","3263× Orb of Alteration"
"15/05/2023, 13:40:59","Crucible","swozn","added","Currency","Obscured Incubator"
"15/05/2023, 13:40:59","Crucible","swozn","modified","Currency","3243× Orb of Alteration"
"15/05/2023, 13:40:58","Crucible","swozn","modified","Currency","420× Chromatic Orb"
"15/05/2023, 13:40:58","Crucible","swozn","modified","Currency","3223× Orb of Alteration"
"15/05/2023, 13:40:57","Crucible","swozn","modified","Currency","51× Enkindling Orb"
"15/05/2023, 13:40:57","Crucible","swozn","modified","Divination Cards","92× The Union"
"15/05/2023, 13:40:57","Crucible","swozn","modified","Currency","266× Gemcutter's Prism"
"15/05/2023, 13:40:56","Crucible","swozn","modified","Currency","150× Orb of Unmaking"
"15/05/2023, 13:40:56","Crucible","swozn","modified","Currency","3203× Orb of Alteration"
"15/05/2023, 13:40:56","Crucible","swozn","modified","Currency","58× Exalted Orb"
"15/05/2023, 13:40:55","Crucible","swozn","modified","Currency","416× Orb of Scouring"
"15/05/2023, 13:40:55","Crucible","swozn","modified","Currency","117× Orb of Regret"
"15/05/2023, 13:40:55","Crucible","0v3r_Dk","removed","Currency","Skittering Incubator"
"15/05/2023, 13:40:54","Crucible","swozn","modified","Currency","44× Lesser Eldritch Ichor"
"15/05/2023, 13:40:54","Crucible","swozn","modified","Currency","52× Lesser Eldritch Ember"
"15/05/2023, 13:40:54","Crucible","swozn","modified","Currency","133× Instilling Orb"
"15/05/2023, 13:40:53","Crucible","swozn","modified","Fragment","19× Rusted Ambush Scarab"
"15/05/2023, 13:40:53","Crucible","swozn","modified","Currency","49× Greater Eldritch Ichor"
"15/05/2023, 13:40:53","Crucible","swozn","modified","Currency","2283× Orb of Fusing"
"15/05/2023, 13:40:53","Crucible","swozn","modified","Currency","3183× Orb of Alteration"
"15/05/2023, 13:40:52","Crucible","swozn","modified","Fragment","2× Mortal Grief"
"15/05/2023, 13:40:52","Crucible","swozn","modified","Currency","6× Singular Scouting Report"
"15/05/2023, 13:40:52","Crucible","swozn","added","Currency","Skittering Incubator"
"15/05/2023, 13:40:51","Crucible","swozn","modified","Currency","3163× Orb of Alteration"
"15/05/2023, 13:40:51","Crucible","swozn","modified","Fragment","12× Rusted Reliquary Scarab"
"15/05/2023, 13:40:51","Crucible","swozn","modified","Currency","10× Tainted Armourer's Scrap"
"15/05/2023, 13:40:50","Crucible","swozn","modified","Currency","452× Orb of Chance"
"15/05/2023, 13:40:49","Crucible","swozn","modified","Currency","939× Primal Crystallised Lifeforce"
"15/05/2023, 13:40:49","Crucible","swozn","modified","Divination Cards","146× Lingering Remnants"
"15/05/2023, 13:40:49","Crucible","swozn","modified","Currency","318× Chaos Orb"
"15/05/2023, 13:40:49","Crucible","0v3r_Dk","removed","Currency","Fragmented Incubator"
"15/05/2023, 13:40:49","Crucible","0v3r_Dk","removed","Currency","Morphing Incubator"
"15/05/2023, 13:40:48","Crucible","0v3r_Dk","removed","Currency","Diviner's Incubator"
"15/05/2023, 13:40:40","Crucible","0v3r_Dk","modified","Currency","57× Exalted Orb"
"15/05/2023, 13:40:35","Crucible","0v3r_Dk","removed","Divination Cards","Brother's Stash"
"15/05/2023, 13:39:34","Crucible","0v3r_Dk","modified","Currency","71× Vaal Orb"
"15/05/2023, 13:39:29","Crucible","0v3r_Dk","modified","Currency","51× Vaal Orb"
"15/05/2023, 13:39:28","Crucible","0v3r_Dk","modified","Divination Cards","86× The Union"
"15/05/2023, 13:39:27","Crucible","0v3r_Dk","added","Maps","Cemetery Map (T16)"
"15/05/2023, 13:39:27","Crucible","0v3r_Dk","modified","Delirium","2× Cartographer's Delirium Orb"
"15/05/2023, 13:39:27","Crucible","0v3r_Dk","modified","Delirium","5× Thaumaturge's Delirium Orb"
"15/05/2023, 13:39:26","Crucible","0v3r_Dk","modified","Currency","71× Vaal Orb"
"15/05/2023, 13:39:26","Crucible","0v3r_Dk","added","Maps","Cemetery Map (T16)"
"15/05/2023, 13:39:26","Crucible","0v3r_Dk","modified","Currency","411× Orb of Scouring"
"15/05/2023, 13:39:25","Crucible","0v3r_Dk","modified","Currency","55× Awakened Sextant"
"15/05/2023, 13:39:25","Crucible","0v3r_Dk","modified","Currency","147× Orb of Unmaking"
"15/05/2023, 13:39:25","Crucible","0v3r_Dk","modified","Currency","16× Tainted Jeweller's Orb"
"15/05/2023, 13:39:24","Crucible","0v3r_Dk","added","Maps","Cemetery Map (T16)"
"15/05/2023, 13:39:24","Crucible","0v3r_Dk","modified","Currency","308× Chaos Orb"
"15/05/2023, 13:30:58","Crucible","swozn","modified","Currency","26× Scroll of Wisdom"
"15/05/2023, 13:30:54","Crucible","swozn","modified","Currency","3143× Orb of Alteration"
"15/05/2023, 13:30:53","Crucible","swozn","modified","Currency","110× Orb of Regret"
"15/05/2023, 13:30:53","Crucible","swozn","modified","Fragment","11× Rusted Reliquary Scarab"
"15/05/2023, 13:30:52","Crucible","swozn","modified","Fragment","8× Rusted Harbinger Scarab"
"15/05/2023, 13:30:52","Crucible","swozn","modified","Currency","463× Cartographer's Chisel"
"15/05/2023, 13:30:52","Crucible","swozn","modified","Fragment","66× Timeless Maraketh Splinter"
"15/05/2023, 13:30:52","Crucible","swozn","modified","Currency","2× Surveyor's Compass"
"15/05/2023, 13:30:51","Crucible","swozn","modified","Currency","269× Jeweller's Orb"
"15/05/2023, 13:30:51","Crucible","swozn","modified","Currency","128× Instilling Orb"
"15/05/2023, 13:30:50","Crucible","swozn","modified","Currency","265× Gemcutter's Prism"
"15/05/2023, 13:30:50","Crucible","swozn","modified","Currency","41× Lesser Eldritch Ichor"
"15/05/2023, 13:30:50","Crucible","swozn","modified","Currency","146× Orb of Unmaking"
"15/05/2023, 13:30:50","Crucible","swozn","modified","Currency","26× Grand Eldritch Ichor"
"15/05/2023, 13:30:46","Crucible","swozn","modified","Currency","3123× Orb of Alteration"
"15/05/2023, 13:30:46","Crucible","swozn","modified","Currency","433× Orb of Chance"
"15/05/2023, 13:30:45","Crucible","swozn","modified","Currency","2× Infused Incubator"
"15/05/2023, 13:30:45","Crucible","swozn","modified","Divination Cards","11× Man With Bear"
"15/05/2023, 13:30:44","Crucible","swozn","modified","Divination Cards","6× The Tinkerer's Table"
"15/05/2023, 13:30:44","Crucible","swozn","modified","Divination Cards","82× The Union"
"15/05/2023, 13:30:43","Crucible","swozn","modified","Currency","2282× Orb of Fusing"
"15/05/2023, 13:30:43","Crucible","swozn","modified","Currency","307× Chaos Orb"
"15/05/2023, 13:30:43","Crucible","swozn","modified","Currency","3118× Orb of Alteration"
"15/05/2023, 13:30:42","Crucible","swozn","modified","Currency","3098× Orb of Alteration"
"15/05/2023, 13:30:42","Crucible","swozn","modified","Currency","298× Orb of Alchemy"
"15/05/2023, 13:30:41","Crucible","swozn","modified","Currency","54× Awakened Sextant"
"15/05/2023, 13:30:41","Crucible","swozn","modified","Currency","409× Orb of Scouring"
"15/05/2023, 13:30:40","Crucible","swozn","modified","Currency","3078× Orb of Alteration"
"15/05/2023, 13:30:40","Crucible","swozn","modified","Divination Cards","137× Lingering Remnants"
"15/05/2023, 13:30:39","Crucible","swozn","modified","Currency","45× Lesser Eldritch Ember"
"15/05/2023, 13:30:39","Crucible","swozn","modified","Currency","3058× Orb of Alteration"
"15/05/2023, 13:30:39","Crucible","swozn","modified","Currency","415× Chromatic Orb"
"15/05/2023, 13:30:38","Crucible","swozn","modified","Currency","4× Tainted Blacksmith's Whetstone"
"15/05/2023, 13:30:18","Crucible","0v3r_Dk","modified","Currency","2269× Orb of Fusing"
"15/05/2023, 13:30:18","Crucible","0v3r_Dk","modified","Currency","299× Chaos Orb"
"15/05/2023, 13:30:17","Crucible","0v3r_Dk","modified","Currency","48× Greater Eldritch Ichor"
"15/05/2023, 13:30:17","Crucible","0v3r_Dk","modified","Divination Cards","76× The Union"
"15/05/2023, 13:30:17","Crucible","0v3r_Dk","modified","Delirium","156× Simulacrum Splinter"
"15/05/2023, 13:30:16","Crucible","0v3r_Dk","modified","Currency","405× Orb of Scouring"
"15/05/2023, 13:30:16","Crucible","0v3r_Dk","modified","Currency","144× Orb of Unmaking"
"15/05/2023, 13:30:16","Crucible","0v3r_Dk","modified","Currency","15× Tainted Jeweller's Orb"
"15/05/2023, 13:30:16","Crucible","0v3r_Dk","modified","Fragment","19× Rusted Legion Scarab"
"15/05/2023, 13:30:15","Crucible","0v3r_Dk","modified","Currency","2249× Orb of Fusing"
"15/05/2023, 13:23:41","Crucible","0v3r_Dk","modified","Currency","5× Singular Scouting Report"
"15/05/2023, 13:23:39","Crucible","0v3r_Dk","added","Fragment","Timeless Vaal Emblem"
"15/05/2023, 13:23:39","Crucible","0v3r_Dk","modified","Delirium","2× Armoursmith's Delirium Orb"
"15/05/2023, 13:23:39","Crucible","0v3r_Dk","modified","Currency","25× Grand Eldritch Ichor"
"15/05/2023, 13:23:39","Crucible","0v3r_Dk","modified","Currency","6× Singular Scouting Report"
"15/05/2023, 13:23:38","Crucible","0v3r_Dk","added","Delirium","Cartographer's Delirium Orb"
"15/05/2023, 13:23:38","Crucible","0v3r_Dk","modified","Currency","47× Greater Eldritch Ichor"
"15/05/2023, 13:23:38","Crucible","0v3r_Dk","modified","Divination Cards","69× The Union"
"15/05/2023, 13:23:37","Crucible","0v3r_Dk","added","Maps","Ghost Sepulchre Cemetery Map (T16)"
"15/05/2023, 13:23:37","Crucible","0v3r_Dk","modified","Fragment","30× Rusted Divination Scarab"
"15/05/2023, 13:23:37","Crucible","0v3r_Dk","added","Maps","Ghost Sepulchre Cemetery Map (T16)"
"15/05/2023, 13:23:36","Crucible","0v3r_Dk","modified","Currency","48× Awakened Sextant"
"15/05/2023, 13:23:36","Crucible","0v3r_Dk","modified","Delirium","137× Simulacrum Splinter"
"15/05/2023, 13:23:36","Crucible","0v3r_Dk","modified","Currency","294× Chaos Orb"
"15/05/2023, 13:23:35","Crucible","0v3r_Dk","modified","Fragment","7× Gilded Divination Scarab"
"15/05/2023, 13:23:35","Crucible","0v3r_Dk","modified","Currency","264× Gemcutter's Prism"
"15/05/2023, 13:23:35","Crucible","0v3r_Dk","modified","Currency","22× Divine Orb"
"15/05/2023, 13:23:11","Crucible","swozn","added","General","Large Cluster Jewel"
"15/05/2023, 13:23:01","Crucible","swozn","modified","Currency","2229× Orb of Fusing"
"15/05/2023, 13:23:01","Crucible","swozn","modified","Currency","68× Vaal Orb"
"15/05/2023, 13:23:00","Crucible","swozn","modified","Currency","45× Awakened Sextant"
"15/05/2023, 13:23:00","Crucible","swozn","modified","Divination Cards","68× The Union"
"15/05/2023, 13:23:00","Crucible","swozn","modified","Currency","9× Tainted Armourer's Scrap"
"15/05/2023, 13:22:59","Crucible","swozn","modified","Currency","3038× Orb of Alteration"
"15/05/2023, 13:22:58","Crucible","swozn","modified","Currency","414× Orb of Chance"
"15/05/2023, 13:22:58","Crucible","swozn","modified","Divination Cards","4× Alone in the Darkness"
"15/05/2023, 13:22:58","Crucible","swozn","modified","Currency","14× Tainted Jeweller's Orb"
"15/05/2023, 13:22:57","Crucible","swozn","modified","Currency","404× Orb of Scouring"
"15/05/2023, 13:22:57","Crucible","swozn","modified","Currency","127× Instilling Orb"
"15/05/2023, 13:22:56","Crucible","swozn","modified","Divination Cards","5× The Tinkerer's Table"
"15/05/2023, 13:22:56","Crucible","swozn","modified","Fragment","30× Timeless Karui Splinter"
"15/05/2023, 13:22:56","Crucible","swozn","modified","Divination Cards","133× Lingering Remnants"
"15/05/2023, 13:22:55","Crucible","swozn","modified","Fragment","4× Rusted Breach Scarab"
"15/05/2023, 13:22:55","Crucible","swozn","added","Divination Cards","Brother's Stash"
"15/05/2023, 13:22:55","Crucible","swozn","modified","Currency","3× Tainted Blacksmith's Whetstone"
"15/05/2023, 13:22:54","Crucible","swozn","modified","Currency","18× Tainted Chromatic Orb"
"15/05/2023, 13:22:54","Crucible","swozn","modified","Currency","449× Cartographer's Chisel"
"15/05/2023, 13:22:53","Crucible","swozn","modified","Divination Cards","10× Man With Bear"
"15/05/2023, 13:22:53","Crucible","swozn","modified","Currency","3018× Orb of Alteration"
"15/05/2023, 13:22:53","Crucible","swozn","modified","Currency","291× Chaos Orb"
"15/05/2023, 13:22:52","Crucible","swozn","modified","Currency","105× Orb of Regret"
"15/05/2023, 13:17:13","Crucible","swozn","modified","Currency","40× Lesser Eldritch Ichor"
"15/05/2023, 13:17:13","Crucible","swozn","modified","Currency","405× Chromatic Orb"
"15/05/2023, 13:17:13","Crucible","swozn","modified","Delve","6× Dense Fossil"
"15/05/2023, 13:17:12","Crucible","swozn","modified","Currency","3002× Orb of Alteration"
"15/05/2023, 13:17:11","Crucible","swozn","modified","Currency","50× Enkindling Orb"
"15/05/2023, 13:17:11","Crucible","swozn","modified","Fragment","84× Timeless Templar Splinter"
"15/05/2023, 13:17:10","Crucible","swozn","modified","Currency","398× Orb of Scouring"
"15/05/2023, 13:17:10","Crucible","swozn","modified","Currency","66× Vaal Orb"
