,value,type,name,datetime
409,0.0,Prophecy,Risen Blood,2020-04-18 10:58:32.785571
410,0.0,,Blackguard Tempest's Heart,2020-04-18 10:58:32.785571
411,5.0,Oil,Sepia Oil,2020-04-18 10:58:32.785571
412,2.0,Incubator,Mysterious Incubator,2020-04-18 10:58:32.785571
413,10.0,Oil,Clear Oil,2020-04-18 10:58:32.785571
414,0.0,,Ancient Shard,2020-04-18 10:58:32.785571
415,4.0,Incubator,Thaumaturge's Incubator,2020-04-18 10:58:32.785571
416,1.0,Incubator,Singular Incubator,2020-04-18 10:58:32.785571
417,1.0,Incubator,Skittering Incubator,2020-04-18 10:58:32.785571
418,2.0,Incubator,Cartographer's Incubator,2020-04-18 10:58:32.785571
419,1.5,Oil,Sepia Oil,2020-04-18 10:58:32.785571
420,1.0,Oil,Violet Oil,2020-04-18 10:58:32.785571
421,0.0,,Medium Cluster Jewel of Potential,2020-04-18 10:58:32.785571
422,2.0,Fossil,Prismatic Fossil,2020-04-18 10:58:32.785571
423,1.0,Incubator,Fossilised Incubator,2020-04-18 10:58:32.785571
424,1.0,Resonator,Primitive Alchemical Resonator,2020-04-18 10:58:32.785571
425,0.0,,Empower Support,2020-04-18 10:58:32.785571
426,1.0,Incubator,Abyssal Incubator,2020-04-18 10:58:32.785571
427,2.0,Incubator,Foreboding Incubator,2020-04-18 10:58:32.785571
428,9.0,Fossil,Jagged Fossil,2020-04-18 10:58:32.785571
429,1.0,Incubator,Enchanted Incubator,2020-04-18 10:58:32.785571
430,1.0,Incubator,Primal Incubator,2020-04-18 10:58:32.785571
431,1.0,Incubator,Enchanted Incubator,2020-04-18 10:58:32.785571
432,6.0,Fossil,Perfect Fossil,2020-04-18 10:58:32.785571
433,4.0,DeliriumOrb,Jeweller's Delirium Orb,2020-04-18 10:58:32.785571
434,1.0,Incubator,Decadent Incubator,2020-04-18 10:58:32.785571
435,1.0,Oil,Azure Oil,2020-04-18 10:58:32.785571
436,1.0,Incubator,Abyssal Incubator,2020-04-18 10:58:32.785571
437,1.35,Fossil,Metallic Fossil,2020-04-18 10:58:32.785571
438,1.0,Incubator,Primal Incubator,2020-04-18 10:58:32.785571
439,0.0,,Essence Drain,2020-04-18 10:58:32.785571
440,0.0,,Large Cluster Jewel,2020-04-18 10:58:32.785571
441,6.0,Fossil,Dense Fossil,2020-04-18 10:58:32.785571
442,2.0,Incubator,Cartographer's Incubator,2020-04-18 10:58:32.785571
443,0.0,,Agate Amulet,2020-04-18 10:58:32.785571
444,4.41,Oil,Verdant Oil,2020-04-18 10:58:32.785571
445,0.5,Currency,Imbued Catalyst,2020-04-18 10:58:32.785571
446,0.0,,Fingerless Silk Gloves,2020-04-18 10:58:32.785571
447,0.0,,Large Cluster Jewel,2020-04-18 10:58:32.785571
448,4.0,Incubator,Diviner's Incubator,2020-04-18 10:58:32.785571
449,3.0,Fossil,Serrated Fossil,2020-04-18 10:58:32.785571
450,0.0,,Vaal Earthquake,2020-04-18 10:58:32.785571
451,9.0,Oil,Clear Oil,2020-04-18 10:58:32.785571
452,1.0,Oil,Amber Oil,2020-04-18 10:58:32.785571
453,3.22,Fossil,Frigid Fossil,2020-04-18 10:58:32.785571
454,3.0,DeliriumOrb,Singular Delirium Orb,2020-04-18 10:58:32.785571
455,2.0,Incubator,Ornate Incubator,2020-04-18 10:58:32.785571
456,1.0,Incubator,Obscured Incubator,2020-04-18 10:58:32.785571
457,1.0,Incubator,Enchanted Incubator,2020-04-18 10:58:32.785571
458,1.0,Incubator,Abyssal Incubator,2020-04-18 10:58:32.785571
459,1.6363800000000002,Currency,Intrinsic Catalyst,2020-04-18 10:58:32.785571
460,2.5,Fossil,Aberrant Fossil,2020-04-18 10:58:32.785571
461,3.0,Incubator,Fragmented Incubator,2020-04-18 10:58:32.785571
462,0.0,,Gladiator Helmet,2020-04-18 10:58:32.785571
463,0.0,,Hubris Circlet,2020-04-18 10:58:32.785571
464,0.0,,Cerulean Ring,2020-04-18 10:58:32.785571
465,0.0,,Occultist's Vestment,2020-04-18 10:58:32.785571
466,0.0,,Small Cluster Jewel,2020-04-18 10:58:32.785571
467,0.0,,Leather Cap,2020-04-18 10:58:32.785571
468,0.0,,Crimson Jewel,2020-04-18 10:58:32.785571
469,0.0,,Shagreen Gloves,2020-04-18 10:58:32.785571
470,0.0,,Vermillion Ring,2020-04-18 10:58:32.785571
471,0.0,,Studded Belt,2020-04-18 10:58:32.785571
472,0.0,,Increased Duration Support,2020-04-18 10:58:32.785571
473,0.0,,Superior Necromancer Circlet,2020-04-18 10:58:32.785571
474,0.0,,Soldier Gloves,2020-04-18 10:58:32.785571
475,0.0,,Viridian Jewel,2020-04-18 10:58:32.785571
476,0.0,,Soldier Gloves,2020-04-18 10:58:32.785571
477,0.0,,Mind Cage,2020-04-18 10:58:32.785571
478,0.0,,Large Cluster Jewel,2020-04-18 10:58:32.785571
479,0.0,,Murderous Eye Jewel,2020-04-18 10:58:32.785571
480,0.0,,Purity of Elements,2020-04-18 10:58:32.785571
481,1.0,Incubator,Singular Incubator,2020-04-18 10:58:32.785571
482,2.0,Incubator,Ornate Incubator,2020-04-18 10:58:32.785571
483,1.0,Incubator,Fossilised Incubator,2020-04-18 10:58:32.785571
484,0.0,,Two-Toned Boots,2020-04-18 10:58:32.785571
485,0.0,,Clarity,2020-04-18 10:58:32.785571
486,0.0,,Large Cluster Jewel,2020-04-18 10:58:32.785571
487,1.0,Scarab,Rusted Cartography Scarab,2020-04-18 10:58:32.785571
488,0.0,Scarab,Rusted Reliquary Scarab,2020-04-18 10:58:32.785571
489,0.0,Scarab,Rusted Bestiary Scarab,2020-04-18 10:58:32.785571
490,0.0,,Stygian Vise,2020-04-18 10:58:32.785571
491,0.0,,Viridian Jewel,2020-04-18 10:58:32.785571
492,0.0,,Crude Bow,2020-04-18 10:58:32.785571
493,1.0,Essence,Screaming Essence of Anger,2020-04-18 10:58:32.785571
494,0.0,,Samite Slippers,2020-04-18 10:58:32.785571
495,9.0,Scarab,Polished Divination Scarab,2020-04-18 10:58:32.785571
496,6.0,Scarab,Polished Legion Scarab,2020-04-18 10:58:32.785571
497,0.0,,Eelskin Boots,2020-04-18 10:58:32.785571
498,0.0,,Shagreen Gloves,2020-04-18 10:58:32.785571
499,0.0,,Solaris Circlet,2020-04-18 10:58:32.785571
500,0.0,,Tornado Wand,2020-04-18 10:58:32.785571
501,0.0,,Paua Amulet,2020-04-18 10:58:32.785571
502,0.0,,Two-Stone Ring,2020-04-18 10:58:32.785571
503,0.0,,Prophecy Wand,2020-04-18 10:58:32.785571
504,0.0,,Shadow Sceptre,2020-04-18 10:58:32.785571
505,0.0,,Gold Amulet,2020-04-18 10:58:32.785571
506,0.0,,Fire Arrow Quiver,2020-04-18 10:58:32.785571
507,0.0,,Avatar of Undoing's Liver,2020-04-18 10:58:32.785571
508,0.0,,"Puruna, the Challenger's Eye",2020-04-18 10:58:32.785571
509,0.0,,"Portentia, the Foul's Heart",2020-04-18 10:58:32.785571
510,0.0,,Cobalt Jewel,2020-04-18 10:58:32.785571
511,0.0,,Crimson Jewel,2020-04-18 10:58:32.785571
512,0.0,,Turquoise Amulet,2020-04-18 10:58:32.785571
513,0.0,,Ghastly Eye Jewel,2020-04-18 10:58:32.785571
514,0.0,,Viridian Jewel,2020-04-18 10:58:32.785571
515,0.0,,Aventail Helmet,2020-04-18 10:58:32.785571
516,0.0,,Onyx Amulet,2020-04-18 10:58:32.785571
517,0.0,,Ornate Sword,2020-04-18 10:58:32.785571
518,0.0,,Diamond Ring,2020-04-18 10:58:32.785571
519,0.0,,Crimson Jewel,2020-04-18 10:58:32.785571
520,0.0,,Strapped Leather,2020-04-18 10:58:32.785571
521,0.0,,Unset Ring,2020-04-18 10:58:32.785571
522,0.0,,Hubris Circlet,2020-04-18 10:58:32.785571
