,value,type,name,datetime
411,3.76,Fossil,Scorched Fossil,2020-04-18 12:17:56.051739
412,8.0,Oil,Opalescent Oil,2020-04-18 12:17:56.051739
413,1.0,Incubator,Fossilised Incubator,2020-04-18 12:17:56.051739
414,1.0,Incubator,Fragmented Incubator,2020-04-18 12:17:56.051739
415,1.0,Incubator,Celestial Jeweller's Incubator,2020-04-18 12:17:56.051739
416,1.0,Incubator,Infused Incubator,2020-04-18 12:17:56.051739
417,0.0,,Viridian Jewel,2020-04-18 12:17:56.051739
418,0.0,,Coral Amulet,2020-04-18 12:17:56.051739
419,3.0,DeliriumOrb,Decadent Delirium Orb,2020-04-18 12:17:56.051739
420,1.0,Incubator,Cartographer's Incubator,2020-04-18 12:17:56.051739
421,0.0,,Two-Stone Ring,2020-04-18 12:17:56.051739
422,0.0,Incubator,Enchanted Incubator,2020-04-18 12:17:56.051739
423,2.0,Incubator,Ornate Incubator,2020-04-18 12:17:56.051739
424,0.0,,Superior Topaz Flask,2020-04-18 12:17:56.051739
425,1.98,Oil,Teal Oil,2020-04-18 12:17:56.051739
426,0.0,Prophecy,Risen Blood,2020-04-18 12:17:56.051739
427,0.0,,Blackguard Tempest's Heart,2020-04-18 12:17:56.051739
428,3.3000000000000003,Oil,Sepia Oil,2020-04-18 12:17:56.051739
429,1.0,Incubator,Mysterious Incubator,2020-04-18 12:17:56.051739
430,5.0,Oil,Clear Oil,2020-04-18 12:17:56.051739
431,0.0,,Ancient Shard,2020-04-18 12:17:56.051739
432,1.0,Incubator,Singular Incubator,2020-04-18 12:17:56.051739
433,1.0,Incubator,Skittering Incubator,2020-04-18 12:17:56.051739
434,1.0,Incubator,Cartographer's Incubator,2020-04-18 12:17:56.051739
435,1.32,Oil,Sepia Oil,2020-04-18 12:17:56.051739
436,1.0,Oil,Violet Oil,2020-04-18 12:17:56.051739
437,0.0,,Medium Cluster Jewel of Potential,2020-04-18 12:17:56.051739
438,2.0,Fossil,Prismatic Fossil,2020-04-18 12:17:56.051739
439,1.0,Incubator,Fossilised Incubator,2020-04-18 12:17:56.051739
440,3.0,Oil,Black Oil,2020-04-18 12:17:56.051739
441,1.0,Resonator,Primitive Alchemical Resonator,2020-04-18 12:17:56.051739
442,0.0,,Empower Support,2020-04-18 12:17:56.051739
443,1.0,Incubator,Abyssal Incubator,2020-04-18 12:17:56.051739
444,3.0,Incubator,Foreboding Incubator,2020-04-18 12:17:56.051739
445,9.0,Fossil,Jagged Fossil,2020-04-18 12:17:56.051739
446,0.0,Incubator,Enchanted Incubator,2020-04-18 12:17:56.051739
447,1.0,Incubator,Primal Incubator,2020-04-18 12:17:56.051739
448,0.0,Incubator,Enchanted Incubator,2020-04-18 12:17:56.051739
449,7.0,Fossil,Perfect Fossil,2020-04-18 12:17:56.051739
450,2.5,Oil,Clear Oil,2020-04-18 12:17:56.051739
451,23.0,Oil,Silver Oil,2020-04-18 12:17:56.051739
452,1.5,Oil,Verdant Oil,2020-04-18 12:17:56.051739
453,4.0,DeliriumOrb,Jeweller's Delirium Orb,2020-04-18 12:17:56.051739
454,1.0,Incubator,Decadent Incubator,2020-04-18 12:17:56.051739
455,2.0,Oil,Azure Oil,2020-04-18 12:17:56.051739
456,1.0,Incubator,Abyssal Incubator,2020-04-18 12:17:56.051739
457,1.41,Fossil,Metallic Fossil,2020-04-18 12:17:56.051739
458,1.0,Incubator,Primal Incubator,2020-04-18 12:17:56.051739
459,0.0,,Essence Drain,2020-04-18 12:17:56.051739
460,0.0,,Large Cluster Jewel,2020-04-18 12:17:56.051739
461,5.9399999999999995,Fossil,Dense Fossil,2020-04-18 12:17:56.051739
462,1.0,Incubator,Cartographer's Incubator,2020-04-18 12:17:56.051739
463,0.0,,Agate Amulet,2020-04-18 12:17:56.051739
464,5.0,Oil,Verdant Oil,2020-04-18 12:17:56.051739
465,0.539788,Currency,Imbued Catalyst,2020-04-18 12:17:56.051739
466,0.0,,Fingerless Silk Gloves,2020-04-18 12:17:56.051739
467,0.0,,Large Cluster Jewel,2020-04-18 12:17:56.051739
468,3.0,Incubator,Diviner's Incubator,2020-04-18 12:17:56.051739
469,3.0,Fossil,Serrated Fossil,2020-04-18 12:17:56.051739
470,0.0,,Vaal Earthquake,2020-04-18 12:17:56.051739
471,5.0,Oil,Clear Oil,2020-04-18 12:17:56.051739
472,1.5,Oil,Amber Oil,2020-04-18 12:17:56.051739
473,3.4299999999999997,Fossil,Frigid Fossil,2020-04-18 12:17:56.051739
474,3.0,DeliriumOrb,Singular Delirium Orb,2020-04-18 12:17:56.051739
475,2.0,Incubator,Ornate Incubator,2020-04-18 12:17:56.051739
476,1.0,Incubator,Obscured Incubator,2020-04-18 12:17:56.051739
477,0.0,Incubator,Enchanted Incubator,2020-04-18 12:17:56.051739
478,1.0,Incubator,Abyssal Incubator,2020-04-18 12:17:56.051739
479,1.5000300000000002,Currency,Intrinsic Catalyst,2020-04-18 12:17:56.051739
480,2.5,Fossil,Aberrant Fossil,2020-04-18 12:17:56.051739
481,1.0,Incubator,Fragmented Incubator,2020-04-18 12:17:56.051739
482,0.0,,Gladiator Helmet,2020-04-18 12:17:56.051739
483,0.0,,Hubris Circlet,2020-04-18 12:17:56.051739
484,0.0,,Cerulean Ring,2020-04-18 12:17:56.051739
485,0.0,,Occultist's Vestment,2020-04-18 12:17:56.051739
486,0.0,,Small Cluster Jewel,2020-04-18 12:17:56.051739
487,0.0,,Leather Cap,2020-04-18 12:17:56.051739
488,0.0,,Crimson Jewel,2020-04-18 12:17:56.051739
489,0.0,,Shagreen Gloves,2020-04-18 12:17:56.051739
490,0.0,,Vermillion Ring,2020-04-18 12:17:56.051739
491,0.0,,Studded Belt,2020-04-18 12:17:56.051739
492,0.0,,Increased Duration Support,2020-04-18 12:17:56.051739
493,0.0,,Superior Necromancer Circlet,2020-04-18 12:17:56.051739
494,0.0,,Soldier Gloves,2020-04-18 12:17:56.051739
495,0.0,,Viridian Jewel,2020-04-18 12:17:56.051739
496,0.0,,Soldier Gloves,2020-04-18 12:17:56.051739
497,0.0,,Mind Cage,2020-04-18 12:17:56.051739
498,0.0,,Large Cluster Jewel,2020-04-18 12:17:56.051739
499,0.0,,Murderous Eye Jewel,2020-04-18 12:17:56.051739
500,0.0,,Purity of Elements,2020-04-18 12:17:56.051739
501,1.0,Incubator,Singular Incubator,2020-04-18 12:17:56.051739
502,2.0,Incubator,Ornate Incubator,2020-04-18 12:17:56.051739
503,1.0,Incubator,Fossilised Incubator,2020-04-18 12:17:56.051739
504,0.0,,Two-Toned Boots,2020-04-18 12:17:56.051739
505,0.0,,Clarity,2020-04-18 12:17:56.051739
506,0.0,,Large Cluster Jewel,2020-04-18 12:17:56.051739
507,1.0,Scarab,Rusted Cartography Scarab,2020-04-18 12:17:56.051739
508,0.0,Scarab,Rusted Reliquary Scarab,2020-04-18 12:17:56.051739
509,0.0,Scarab,Rusted Bestiary Scarab,2020-04-18 12:17:56.051739
510,0.0,,Stygian Vise,2020-04-18 12:17:56.051739
511,0.0,,Viridian Jewel,2020-04-18 12:17:56.051739
512,0.0,,Crude Bow,2020-04-18 12:17:56.051739
513,1.0,Essence,Screaming Essence of Anger,2020-04-18 12:17:56.051739
514,0.0,,Samite Slippers,2020-04-18 12:17:56.051739
515,9.0,Scarab,Polished Divination Scarab,2020-04-18 12:17:56.051739
516,6.0,Scarab,Polished Legion Scarab,2020-04-18 12:17:56.051739
517,0.0,,Eelskin Boots,2020-04-18 12:17:56.051739
518,0.0,,Shagreen Gloves,2020-04-18 12:17:56.051739
519,0.0,,Solaris Circlet,2020-04-18 12:17:56.051739
520,0.0,,Tornado Wand,2020-04-18 12:17:56.051739
521,0.0,,Paua Amulet,2020-04-18 12:17:56.051739
522,0.0,,Two-Stone Ring,2020-04-18 12:17:56.051739
523,0.0,,Prophecy Wand,2020-04-18 12:17:56.051739
524,0.0,,Shadow Sceptre,2020-04-18 12:17:56.051739
525,0.0,,Gold Amulet,2020-04-18 12:17:56.051739
526,0.0,,Fire Arrow Quiver,2020-04-18 12:17:56.051739
527,0.0,,Avatar of Undoing's Liver,2020-04-18 12:17:56.051739
528,0.0,,"Puruna, the Challenger's Eye",2020-04-18 12:17:56.051739
529,0.0,,"Portentia, the Foul's Heart",2020-04-18 12:17:56.051739
530,0.0,,Cobalt Jewel,2020-04-18 12:17:56.051739
531,0.0,,Crimson Jewel,2020-04-18 12:17:56.051739
532,0.0,,Turquoise Amulet,2020-04-18 12:17:56.051739
533,0.0,,Ghastly Eye Jewel,2020-04-18 12:17:56.051739
534,0.0,,Viridian Jewel,2020-04-18 12:17:56.051739
535,0.0,,Aventail Helmet,2020-04-18 12:17:56.051739
536,0.0,,Onyx Amulet,2020-04-18 12:17:56.051739
537,0.0,,Ornate Sword,2020-04-18 12:17:56.051739
538,0.0,,Diamond Ring,2020-04-18 12:17:56.051739
539,0.0,,Crimson Jewel,2020-04-18 12:17:56.051739
540,0.0,,Strapped Leather,2020-04-18 12:17:56.051739
541,0.0,,Dragonscale Gauntlets,2020-04-18 12:17:56.051739
542,0.0,,Synthesised Ezomyte Spiked Shield,2020-04-18 12:17:56.051739
543,0.0,,Unset Ring,2020-04-18 12:17:56.051739
544,0.0,,Hubris Circlet,2020-04-18 12:17:56.051739
